no,raw_tweet,clean_tweets,sentiment_label,,,Kolum,Deskripsi,
426,"Morning Quotes ..""Setiap yg bertahan tidak ingin kehilangan, bila sudah menjaganya dengan baik tetapi tetap hilang, berarti itu bukan yg terbaik"".."" Do not affraid with an army of lion led by a sheep, be affraid with an army sheep led by a lion ""..Have a Best TuesDay...!!! https://t.co/GsaU6THejC","['kutipan pagi. ""setiap yang bertahan tidak ingin kehilangan, bila sudah menjaganya dengan baik tetapi tetap hilang, berarti itu bukan yang terbaik""."" jangan takut dengan pasukan singa yang dipimpin oleh domba, takutlah dengan pasukan domba yang dipimpin oleh singa "". semoga hari selasa mu menyenangkan.! https://t.co/GsaU6THejC', 'kutipan pagi. ""setiap yang bertahan tidak ingin kehilangan, bila sudah menjaganya dengan baik tetapi tetap hilang, berarti itu bukan yang terbaik""."" jangan takut dengan pasukan singa yang dipimpin oleh domba, takutlah dengan pasukan domba yang dipimpin oleh singa "". semoga hari selasa mu menyenangkan.! https://t.co/GsaU6THejC']",isi ini,,,,,
427,"@sefianaa ""Jalanan lagi gak well"" wkwkwkwk ngakak sm kosakata ini","['@sefianaa ""jalanan lagi tidak baik"" wkwkwkwk ketawa sama kosakata ini', '@sefianaa ""jalanan lagi tidak baik"" wkwkwkwk ketawa sama kosakata ini']",isi ini,,,,,
428,"@F_OllaJKT48 Ada sirkuitnya kan buat ngedrift atau latian aja, kenapa ngga cobain dulu. Ngga mungkin kan ditilang disitu. Sepertinya banyak juga loh yang penasaran. Why not(?)","['@F_OllaJKT48 ada sirkuitnya kan buat melintas atau latihan saja, kenapa tidak cobain dulu. tidak mungkin kan ditilang di situ. sepertinya banyak juga loh yang penasaran. kenapa tidak(?)', '@F_OllaJKT48 ada sirkuitnya kan buat melintas atau latihan saja, kenapa tidak cobain dulu. tidak mungkin kan ditilang di situ. sepertinya banyak juga loh yang penasaran. kenapa tidak(?)']",isi ini,,,,,
429,@ameliarizq Kau tak tau betapa rapuhnya aku......You sing you lose..You not sing you kudet,"['@ameliarizq kau tak tau betapa rapuhnya aku. kamu menyanyi kamu kalah. kamu tidak menyanyi kamu kudet', '@ameliarizq kau tak tau betapa rapuhnya aku. kamu menyanyi kamu kalah. kamu tidak menyanyi kamu kudet']",isi ini,,,,,
430,@dinadimu @arieparikesit Ga enak lagi khan? Coret aja tempat itu udah. Not worth your money dan capeknya ke sana.,"['@dinadimu @arieparikesit tidak enak lagi kan? coret saja tempat itu udah. tidak sepadan dengan uang kamu dan lelahnya ke sana.', '@dinadimu @arieparikesit tidak enak lagi kan? coret saja tempat itu udah. tidak sepadan dengan uang kamu dan lelahnya ke sana.']",isi ini,,,,,
431,"Inget bgt inget. Dulu jaman sekolah. Pas kelas 10. Baru naik tangga sekolah kedengeran sayup2 org main gitar sambil nyanyi ""slip back out of whack at your best. It's a nightmare...."" well i never get wrong when adore in something. LOL","['ingat sangat ingat. dulu zaman sekolah. pas kelas 10. baru naik tangga sekolah kedengeran sayup-sayup orang main gitar sambil nyanyi ""slip back out of whack at your best. It\'s a nightmare"" baik saya tidak pernah salah ketika memuja sesuatu. lol', 'ingat sangat ingat. dulu zaman sekolah. pas kelas 10. baru naik tangga sekolah kedengeran sayup-sayup orang main gitar sambil nyanyi ""slip back out of whack at your best. It\'s a nightmare"" baik saya tidak pernah salah ketika memuja sesuatu. lol']",isi ini,,,,,
432,"Praise The Lord Almighty! Terima kasih Semesta yang ramah dan agung. Masih mempercayakan tugas ini kepada saya.  ""Management of Low Back Pain"" & ""Management of Knee Pain"" yang kemarin diselenggarakan di The Yoga... https://t.co/ALFBJCUeRu","['puji tuhan yang maha kuasa! terima kasih semesta yang ramah dan agung. masih mempercayakan tugas ini kepada saya.  ""manajemen nyeri punggung"" & ""manajemen nyeri lutut"" yang kemarin diselenggarakan di the yoga. https://t.co/ALFBJCUeRu', 'puji tuhan yang maha kuasa! terima kasih semesta yang ramah dan agung. masih mempercayakan tugas ini kepada saya.  ""manajemen nyeri punggung"" & ""manajemen nyeri lutut"" yang kemarin diselenggarakan di the yoga. https://t.co/ALFBJCUeRu']",isi ini,,,,,
433,"Not talking about the political content, tapi konsep kontennya sendiri keren lho ini! https://t.co/OQVd7RXEsh","['tidak berbicara tentang konten politik, tapi konsep kontennya sendiri keren lho ini! https://t.co/OQVd7RXEsh', 'tidak berbicara tentang konten politik, tapi konsep kontennya sendiri keren lho ini! https://t.co/OQVd7RXEsh']",isi ini,,,,,
434,@educationfess ada photography omg,"['@educationfess ada fotografi omg', '@educationfess ada fotografi omg']",isi ini,,,,,
435,Missed Calls oleh Ryan Oakes.https://t.co/90iWQEvzbX,"['panggilan tidak terjawab oleh ryan oakes. https://t.co/90iWQEvzbX', 'panggilan tidak terjawab oleh ryan oakes. https://t.co/90iWQEvzbX']",isi ini,,,,,
436,@unworthy_shit at worlds ends nya mana?,"['@unworthy_shit di ujung dunia nya mana?', '@unworthy_shit di ujung dunia nya mana?']",isi ini,,,,,
437,"@Persija_Jkt Fokus sama Pesan Pertama n Utama mamaknya;.""JAGA SHOLAT"".Good luck Yogi!","['@Persija_Jkt fokus sama pesan pertama dan utama mamaknya; . ""jaga salat"". semoga berhasil yogi!', '@Persija_Jkt fokus sama pesan pertama dan utama mamaknya; . ""jaga salat"". semoga berhasil yogi!']",isi ini,,,,,
438,"Back to basic, emg ada aja jalannya","['kembali ke dasar, memang ada saja jalannya', 'kembali ke dasar, memang ada saja jalannya']",isi ini,,,,,
439,Btw last Sunday was the BEST Sunday ever! Ya soalnya bisa ngeblend di rumah Pejaten sama semua and still feels like home. Thanks for having me Guys!,"['btw minggu lalu adalah minggu terbaik yang pernah ada! ya soalnya bisa campur di rumah pejaten sama semua and masih terasa seperti rumah. terima kasih telah menerima saya teman!', 'btw minggu lalu adalah minggu terbaik yang pernah ada! ya soalnya bisa campur di rumah pejaten sama semua and masih terasa seperti rumah. terima kasih telah menerima saya teman!']",isi ini,,,,,
440,"well wajar, dia punya fisik muka yang dengan mudah orang akan langsung menoleh ke dia..saya yang malah jadi tidak PD jalan sama dia lucu memang karena saya ingin dia PD dengan fisik mukanya tapi malah saya yang malu akan fisik muka saya hahaha","['baik wajar, dia punya fisik muka yang dengan mudah orang akan langsung menoleh ke dia. saya yang malah jadi tidak pd jalan sama dia lucu memang karena saya ingin dia pd dengan fisik mukanya tapi malah saya yang malu akan fisik muka saya hahaha', 'baik wajar, dia punya fisik muka yang dengan mudah orang akan langsung menoleh ke dia. saya yang malah jadi tidak pd jalan sama dia lucu memang karena saya ingin dia pd dengan fisik mukanya tapi malah saya yang malu akan fisik muka saya hahaha']",isi ini,,,,,
441,"Tbtb, dia masuk lg dan ngmng . "" Kaya nya dirumah ini ada hantu nya , masa vape di taro rapih bisa jatoh "". Gua jawablah, mungkin angin kenceng. But posisi disitu pintu ketutup semua dan micky lg tidur. So ...","['tiba-tiba, dia masuk lagi dan ngomong . ""sepertinya di rumah ini ada hantu nya , masa vape ditaruh rapi bisa jatuh "". saya jawablah, mungkin angin kencang. tapi posisi di situ pintu ketutup semua dan micky lag tidur. jadi .', 'tiba-tiba, dia masuk lagi dan ngomong . ""sepertinya di rumah ini ada hantu nya , masa vape ditaruh rapi bisa jatuh "". saya jawablah, mungkin angin kencang. tapi posisi di situ pintu ketutup semua dan micky lag tidur. jadi .']",isi ini,,,,,
442,"@jfryyfch Terkadang bahkan lbh objektif.Soal provokatif itu dampak dr sisi negatifnya, smua hal pasti ada.All is well cangpri","['@jfryyfch terkadang bahkan lebih objektif. soal provokatif itu dampak dari sisi negatifnya, semua hal pasti ada. semuanya baik-baik saja cangpri', '@jfryyfch terkadang bahkan lebih objektif. soal provokatif itu dampak dari sisi negatifnya, semua hal pasti ada. semuanya baik-baik saja cangpri']",isi ini,,,,,
443,"@ketidaknyataan ""Gue cabut, ya? Jaga diri lo. Gue yakin lo bisa. Duluan, Bang Arkan. See you when i see you. Semoga Tuhan iseng lagi nanti bikin kita ketemu.""..Setelahnya, Audrey melangkah pelan menuju rumah. Meninggalkan segala macam nostalgia bersama Arkan di sebuah taman... E N D","['@ketidaknyataan ""saya cabut, ya? jaga diri kamu. saya yakin kamu bisa. duluan, bang arkan. sampai jumpa ketika saya melihat kamu. semoga tuhan iseng lagi nanti bikin kita ketemu."". setelahnya, audrey melangkah pelan menuju rumah. meninggalkan segala macam nostalgia bersama arkan di sebuah taman. tamat', '@ketidaknyataan ""saya cabut, ya? jaga diri kamu. saya yakin kamu bisa. duluan, bang arkan. sampai jumpa ketika saya melihat kamu. semoga tuhan iseng lagi nanti bikin kita ketemu."". setelahnya, audrey melangkah pelan menuju rumah. meninggalkan segala macam nostalgia bersama arkan di sebuah taman. t a m a t']",isi ini,,,,,
444,Sekarang ada penembakan di Utrech. Whats going on people?,"['sekarang ada penembakan di utrech. apa yang terjadi pada orang-orang?', 'sekarang ada penembakan di utrech. apa yang terjadi semuanya?']",isi ini,,,,,
445,"@jeffriwprasetya Jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. But yeah, who cares? Aku nggak terlalu memikirkannya. Karena sekarang dia menatapku dengan intensi berbeda...Well. Not here, Jeff..(@jeffriwprasetya)","['@jeffriwprasetya jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. tapi ya, siapa peduli? aku nggak terlalu memikirkannya. Karena sekarang dia menatapku dengan intensi berbeda. baik. tidak di sini, jeff. (@jeffriwprasetya)', '@jeffriwprasetya jeffri bergumam lembut, entah setuju atau mempertanyakan objektivitas pernyataanku barusan. tapi ya, siapa peduli? aku nggak terlalu memikirkannya. Karena sekarang dia menatapku dengan intensi berbeda. baik. tidak di sini, jeff. (@jeffriwprasetya)']",isi ini,,,,,
446,"@rxisyx Kan. Kita ni syukur ada sources, yang takde tu? Sibuk suruh cari part time, some bragged how they did well in uni. Nahh. At the end nak suruh dorang tutup mulut diam terima redha life as a student mcm tu. I thought kite kena tolong improvise everyone's life. Nak 2020 kot. Hahaha","['@rxisyx kan. kita ni syukur ada sumber, yang tidak ada itu? sibuk suruh cari paruh waktu, beberapa membual bagaimana mereka melakukannya dengan baik di universitas. tidak. pada akhirnya nak suruh orang tutup mulut diam terima redha hidup sebagai siswa macam itu. saya pikir kite kena tolong berimprovisasi dalam kehidupan semua orang. nak 2020 kot. hahaha', '@rxisyx kan. kita ni syukur ada sumber, yang tidak ada itu? sibuk suruh cari paruh waktu, beberapa menyombongi bagaimana mereka melakukannya dengan baik di universitas. tidak. pada akhirnya nak suruh orang tutup mulut diam terima redha hidup sebagai siswa macam itu. saya pikir kite kena tolong berimprovisasi dalam kehidupan semua orang. nak 2020 kot. hahaha']",isi ini,,,,,
447,"selamat bro Ridho, belum genap 10 hari sudah naik 4 cm. keep going.. ayo brosis, jgn mau ketinggalan. PIN:D778B048 WA:081322071239 https://t.co/66EexKkG0o","['selamat bro ridho, belum genap 10 hari sudah naik 4 cm. teruskan. ayo bro sis, jangan mau ketinggalan. pin : D778B048 wa : 081322071239 https://t.co/66EexKkG0o', 'selamat bro ridho, belum genap 10 hari sudah naik 4 cm. teruskan. ayo bro sis, jangan mau ketinggalan. pin : D778B048 wa : 081322071239 https://t.co/66EexKkG0o']",isi ini,,,,,
448,"@exquisheet Kalo sama sama mau, ya why not? tapi kalo mau healthy relationship, ya jangan.","['@exquisheet kalau sama-sama mau, ya kenapa tidak? tapi kalau mau hubungan yang sehat, ya jangan.', '@exquisheet kalau sama-sama mau, ya kenapa tidak? tapi kalau mau hubungan yang sehat, ya jangan.']",isi ini,,,,,
449,"@Samaliap but not today sipski, hmmm.maneh di mana skrg?","['@Samaliap tapi bukan hari ini sipski, hmm. maneh di mana sekarang?', '@Samaliap tapi bukan hari ini sipski, hmm. maneh di mana sekarang?']",isi ini,,,,,
450,"@vIagraciaaa Well, i dont expect either klo dia begitu...But as a bait, harusnya bisa dibongkar yg besar2 nya.. Naver ngetutup akses soal kasus ini kan(?), ud dilicinin hapah?","['@vIagraciaaa baik, saya juga tidak berharap kalau dia begitu. tapi sebagai umpan, harusnya bisa dibongkar yang besar-besarnya. naver menutup akses soal kasus ini kan (?), sudah dilicinkan hapah?', '@vIagraciaaa baik, saya juga tidak berharap kalau dia begitu. tapi sebagai umpan, harusnya bisa dibongkar yang besar-besarnya. naver menutup akses soal kasus ini kan (?), sudah dilicinkan hapah?']",isi ini,,,,,
451,"#RT @bebyJKT48: ""dih gitu doang"".""mana foto nya""......#akujadinetizen ..sudahlah, thank you temannku! you know me so well, kok. https://t.co/9XBqSOK7Ob","['#RT @bebyJKT48: ""dih begitu saja"". ""mana fotonya"". #akujadinetizen .sudahlah, terima kasih temannku! kamu mengenalku dengan baik, kok. https://t.co/9XBqSOK7Ob', '#RT @bebyJKT48: ""dih begitu saja"". ""mana fotonya"". #akujadinetizen .sudahlah, terima kasih temannku! kamu mengenalku dengan baik, kok. https://t.co/9XBqSOK7Ob']",isi ini,,,,,
452,"@faridzz Not yet tp udah masuk list. list filmku masih banyak, ngantri  mau nyicil skrg tp eror indoxxi-nya. Ngeselin haha","['@faridzz belum tapi sudah masuk daftar. daftar filmku masih banyak, mengantri  mau cicil sekarang tapi eror indoxxinya. mengesalkan haha', '@faridzz belum tapi sudah masuk daftar. daftar filmku masih banyak, mengantri  mau cicil sekarang tapi eror indoxxinya. mengesalkan haha']",isi ini,,,,,
453,"@liyurizarira Syukurlah! Duh seneng bacanya. Tapi kalo kapanpun kamu merasa regress/memburuk lagi, jangan ragu2 ke psikiater ya...I really wish you well.","['@liyurizarira syukurlah! duh senang bacanya. tapi kalau kapanpun kamu merasa regresi / memburuk lagi, jangan ragu-ragu ke psikiater ya. saya berharap kamu baik-baik saja.', '@liyurizarira syukurlah! duh senang bacanya. tapi kalau kapanpun kamu merasa regresi / memburuk lagi, jangan ragu-ragu ke psikiater ya. saya berharap kamu baik-baik saja.']",isi ini,,,,,
454,"THE MOST IMPORTANT THINGS TO DO IN THE WORLD ARE TO GET SOMETHING TO EAT, SOMETHING TO DRINK AND SOMEBODY TO LOVE YOU - BRENDAN BEHAN (Hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seseorang yang mencintaimu)","['hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seorang yang mecintaimu - brendan behan (hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seseorang yang mencintaimu)', 'hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seorang yang mecintaimu - brendan behan (hal yang paling penting dilakukan di dunia ini adalah mendapatkan makanan, minuman dan seseorang yang mencintaimu)']",isi ini,,,,,
455,"WITHOUT LOVE INTELLIGENCE IS DANGEROUS; WITHOUT INTELLIGENCE LOVE IS NOT ENOUGH  ANONYMOUS (Tanpa cinta, kecerdasan itu berbahaya; dan tanpa kecerdasan, cinta itu tidak cukup)","['tanpa cinta kecerdasan itu berbahaya. tanpa kecerdasan cinta itu tidak cukup anonym (tanpa cinta, kecerdasan itu berbahaya; dan tanpa kecerdasan, cinta itu tidak cukup)', 'tanpa cinta kecerdasan itu berbahaya. tanpa kecerdasan cinta itu tidak cukup anonym (tanpa cinta, kecerdasan itu berbahaya; dan tanpa kecerdasan, cinta itu tidak cukup)']",isi ini,,,,,
456,Jawaban nya kgn or susah lupain wkwk https://t.co/mqGNawo48P,"['jawabannya kangen atau susah lupain wkwk https://t.co/mqGNawo48P', 'jawabannya kangen atau susah lupain wkwk https://t.co/mqGNawo48P']",isi ini,,,,,
457,Thats why selalu males ke CS bank. Maunya cuma ganti kartu/ buka m-banking malah ditawarin unitlink ini itu https://t.co/4AD7Pl2kQA,"['itu sebabnya selalu malas ke cs bank. maunya cuma ganti kartu / buka m-banking malah ditawarin tautan unit ini itu https://t.co/4AD7Pl2kQA', 'itu sebabnya selalu malas ke cs bank. maunya cuma ganti kartu / buka m-banking malah ditawarin tautan unit ini itu https://t.co/4AD7Pl2kQA']",isi ini,,,,,
458,when the night has come @ TVRI Stasiun Pusat Jakarta https://t.co/Y7Lt7itXX9,"['ketika malam tiba @ TVRI Stasiun Pusat Jakarta https://t.co/Y7Lt7itXX9', 'ketika malam tiba @ TVRI Stasiun Pusat Jakarta https://t.co/Y7Lt7itXX9']",isi ini,,,,,
459,"#BPNxPROPS kalau iklan asal sudah steady, well implemented hopefully ada transferan @BPerempuan @ProPS_id","['#BPNxPROPS kalau iklan asal sudah mantap, diimplementasikan dengan baik semoga ada transfer @BPerempuan @ProPS_id', '#BPNxPROPS kalau iklan asal sudah mantap, diimplementasikan dengan baik semoga ada transfer @BPerempuan @ProPS_id']",isi ini,,,,,
460,"@putrabanten80 @HukumDan Klo aku, jawabannya so simpel!..Mungkin mereka sudah muak,dengan tingkah laku @sandiuno,  yang selalu salah dan bangga, dengan Sandiwara Uno nya!","['@putrabanten80 @HukumDan kalau aku, jawabannya sangat simpel!. mungkin mereka sudah muak, dengan tingkah laku @sandiuno,  yang selalu salah dan bangga, dengan sandiwara unonya!', '@putrabanten80 @HukumDan kalau aku, jawabannya sangat simpel!. mungkin mereka sudah muak, dengan tingkah laku @sandiuno,  yang selalu salah dan bangga, dengan sandiwara unonya!']",isi ini,,,,,
461,@rainbowmnfs ya kalo lu mau memperjuangin dia ampe belok jg si ya gasalah. tp ada kan cerita org belok yg suka sm str8 tp cmn dipake doang abis itu dibuang? well choose ur act wisely ajasih,"['@rainbowmnfs ya kalau kamu mau memperjuangkan dia sampai belok juga si ya tidak salah. tapi ada kan cerita orang belok yang suka sama lurus tapi hanya dipakai saja habis itu dibuang? sebaiknya pilih tindakanmu dengan bijak saja sih', '@rainbowmnfs ya kalau kamu mau memperjuangkan dia sampai belok juga si ya tidak salah. tapi ada kan cerita orang belok yang suka sama lurus tapi hanya dipakai saja habis itu dibuang? sebaiknya pilih tindakanmu dengan bijak saja sih']",isi ini,,,,,
462,"When overheard krl jadi trending dan banyak yg bikin ngakak. Saya yg sehari2 overheard busway cuma..""semanggi lewat ngga mas?"".""jut"".""song"".""pluit grogol"".""laki2nya tolong kebelakang ya"".""..."".""rus""","['ketika menguping krl jadi tren dan banyak yang bikin ketawa. saya yang sehari-hari menguping busway cuma."" semanggi lewat tidak mas?"" . ""jut"". ""song"". ""pluit grogol"". ""laki-lakinya tolong kebelakang ya"". ""."" rus""', 'ketika menguping krl jadi tren dan banyak yang bikin ketawa. saya yang sehari-hari menguping busway cuma."" semanggi lewat tidak mas?"" . ""jut"". ""song"". ""pluit grogol"". ""laki-lakinya tolong kebelakang ya"". ""."" rus""']",isi ini,,,,,
